-11,-9,-5,10,3,7,-6,12,2,-4,1,-8
12,-11,10,-7,-9,8,4,-6,5,-3,2,-1
11,3,-2,-10,6,-5,-12,9,-8,4,-1,7
-12,8,-7,6,-11,-4,3,-2,10,-9,5,1
-12,7,8,5,-4,11,-2,-3,-10,9,-6,1
2,-1,4,-3,12,-11,10,-9,8,-7,6,-5
-2,1,-10,9,-6,5,-8,7,-4,3,-12,11
3,-7,-1,8,9,-10,2,-4,-5,6,12,-11
3,-7,-1,-5,4,-11,2,-9,8,12,6,-10
-7,11,4,-3,-8,-12,1,5,10,-9,-2,6
2,-1,-6,9,8,3,-10,-5,-4,7,12,-11
-2,1,10,-9,-7,-12,5,11,4,-3,-8,6
12,-5,7,-8,2,11,-3,4,-10,9,-6,-1
12,-5,-4,3,2,-11,8,-7,-10,9,6,-1
-2,1,-9,7,-11,-12,-4,-10,3,8,5,6
12,-3,2,-6,11,4,9,10,-7,-8,-5,-1
-3,7,1,8,-12,-11,-2,-4,-10,9,6,5
12,8,-5,-10,3,11,-9,-2,7,4,-6,-1
11,7,-8,-5,4,12,-2,3,10,-9,-1,-6
-8,-6,5,9,-3,2,11,1,-4,-12,-7,10
