-2,1,-5,9,3,-8,-11,6,-4,-12,7,10
3,-7,-1,-10,-9,12,2,-11,5,4,8,-6
8,-12,9,6,7,-4,-5,-1,-3,11,-10,2
6,5,-7,-8,-2,-1,3,4,10,-9,-12,11
5,6,-4,3,-1,-2,-9,10,7,-8,12,-11
-7,12,8,-6,9,4,1,-3,-5,-11,10,-2
2,-1,-10,11,-8,-12,-9,5,7,3,-4,6
3,-11,-1,-6,9,4,12,-10,-5,8,2,-7
-11,12,4,-3,8,-7,6,-5,10,-9,1,-2
-12,5,10,-6,-2,4,11,9,-8,-3,-7,1
2,-1,-9,8,6,-5,-10,-4,3,7,12,-11
-2,1,5,10,-3,11,9,12,-7,-4,-6,-8
-3,-12,1,-5,4,-11,-9,10,7,-8,6,2
11,-12,-7,-6,8,4,3,-5,-10,9,-1,2
12,7,-9,6,-11,-4,-2,-10,3,8,5,-1
-12,-3,2,-7,10,11,4,9,-8,-5,-6,1
-3,12,1,5,-4,-11,8,-7,-10,9,6,-2
3,11,-1,10,12,7,-6,-9,8,-4,-2,-5
7,-6,-8,-9,11,2,-1,3,4,-12,-5,10
-6,-8,4,-3,-10,1,-12,2,11,5,-9,7
