-9,12,-5,10,3,7,-6,11,1,-4,-8,-2
8,5,-9,-6,-2,4,10,-1,3,-7,-12,11
7,-5,9,-10,2,-8,-1,6,-3,4,12,-11
-2,1,-7,-8,-12,-11,3,4,-10,9,6,5
-2,1,-4,3,-7,11,5,-12,10,-9,-6,8
2,-1,6,7,11,-3,-4,-9,8,-12,-5,10
-11,3,-2,-7,-8,12,4,5,-10,9,1,-6
3,-11,-1,10,8,-12,9,-5,-7,-4,2,6
4,-11,7,-1,9,-12,-3,10,-5,-8,2,6
11,12,8,6,-9,-4,-10,-3,5,7,-1,-2
-12,-7,-6,-5,4,3,2,9,-8,-11,10,1
-7,12,6,5,-4,-3,1,-9,8,11,-10,-2
2,-1,4,-3,9,11,-8,7,-5,-12,-6,10
2,-1,-4,3,7,-11,-5,-12,-10,9,6,8
-2,1,-9,-11,-6,5,-12,10,3,-8,4,7
12,-3,2,11,6,-5,8,-7,-10,9,-4,-1
-3,7,1,-9,-11,-12,-2,-10,4,8,5,6
2,-1,-11,8,10,12,-9,-4,7,-5,3,-6
2,-1,-8,-11,9,12,10,3,-5,-7,4,-6
-6,-8,5,9,-3,1,11,2,-4,12,-7,-10
