-8,-12,-4,3,9,7,-6,1,-5,-11,10,2
-12,5,9,-6,-2,4,10,11,-3,-7,-8,1
12,3,-2,-10,6,-5,-11,-9,8,4,7,-1
5,-11,-8,10,-1,12,9,3,-7,-4,2,-6
3,-11,-1,10,-8,-12,9,5,-7,-4,2,6
-2,1,6,-9,7,-3,-5,-10,4,8,-12,11
2,-1,-7,9,-6,5,3,12,-4,-11,10,-8
11,-5,-9,7,2,-12,-4,10,3,-8,-1,6
11,-5,4,-3,2,-12,-10,-9,8,7,-1,6
-2,1,6,5,-4,-3,8,-7,-10,9,12,-11
2,-1,-5,-6,3,4,-8,7,10,-9,-12,11
-11,12,7,6,-9,-4,-3,-10,5,8,1,-2
-7,11,8,-10,9,-12,1,-3,-5,4,-2,6
11,-7,-8,-5,4,12,2,3,-10,9,-1,-6
2,-1,-9,7,-11,-8,-4,6,3,-12,5,10
-3,12,1,-7,8,11,4,-5,-10,9,-6,-2
5,-3,2,8,-1,-11,-9,-4,7,-12,6,10
3,-7,-1,-8,11,12,2,4,-10,9,-5,-6
-7,3,-2,10,12,11,1,9,-8,-4,-6,-5
-6,8,5,-9,-3,1,12,-2,4,11,-10,-7
