6,-12,-9,11,10,-1,-8,7,3,-5,-4,2
5,-7,9,-10,-1,8,2,-6,-3,4,12,-11
-7,11,-6,-5,4,3,1,-12,10,-9,-2,8
-3,6,1,5,-4,-2,-12,9,-8,-11,10,7
-3,5,1,6,-2,-4,-11,9,-8,-12,7,10
2,-1,7,-9,6,-5,-3,-11,4,12,8,-10
-2,1,-6,10,-7,3,5,9,-8,-4,-12,11
3,11,-1,-9,12,-7,6,-10,4,8,-2,-5
8,12,-10,-7,11,-9,4,-1,6,3,-5,-2
7,-12,10,-9,-8,-11,-1,5,4,-3,6,2
-12,7,-4,3,8,11,-2,-5,-10,9,-6,1
2,-1,6,-8,-9,-3,10,4,5,-7,12,-11
-12,7,-6,8,9,3,-2,-4,-5,11,-10,1
-12,8,-4,3,9,7,-6,-2,-5,11,-10,1
-11,3,-2,7,-6,5,-4,-9,8,12,1,-10
12,-11,4,-3,6,-5,9,10,-7,-8,2,-1
11,7,8,9,-10,-12,-2,-3,-4,5,-1,6
-5,-7,-8,-11,1,12,2,3,10,-9,4,-6
-6,-8,-5,-11,3,1,12,2,10,-9,4,-7
-8,-6,5,9,-3,2,11,1,-4,12,-7,-10
