6,19,7,10
6,5,6,10
6,2,8,10
6,18,10,500
6,18,6,500
6,7,11,10
6,4,12,500
6,4,11,500
9,6,1,Inf
9,8,1,Inf
9,12,2,Inf
9,15,2,Inf
9,17,2,Inf
10,1,1,1
10,7,2,-1
10,9,1,-1
13,16,3,Inf
13,16,4,Inf
19,1,7,Inf
19,4,3,Inf
19,5,7,Inf
19,7,8,Inf
19,9,7,Inf
19,19,7,Inf
21,Inf,1,Inf
21,Inf,7,Inf
21,Inf,11,Inf
21,Inf,12,Inf
