-6,-12,-4,3,11,1,-9,10,7,-8,-5,2
-12,-6,5,-11,-3,2,8,-7,-10,9,4,1
-2,1,-9,11,6,-5,-10,12,3,7,-4,-8
2,-1,4,-3,-8,10,9,5,-7,-6,12,-11
-2,1,-4,3,-12,8,9,-6,-7,-11,10,5
11,-3,2,-5,4,-12,-10,-9,8,7,-1,6
-3,12,1,5,-4,11,9,10,-7,-8,-6,-2
7,6,-4,3,9,-2,-1,-11,-5,-12,8,10
3,6,-1,-11,9,-2,8,-7,-5,-12,4,10
8,12,5,-9,-3,11,-10,-1,4,7,-6,-2
7,-11,-5,9,3,-12,-1,10,-4,-8,2,6
-11,3,-2,-7,-10,12,4,-9,8,5,1,-6
2,-1,9,-10,6,-5,-8,7,-3,4,-12,11
2,-1,9,10,6,-5,-8,7,-3,-4,-12,11
-7,3,-2,8,-6,5,1,-4,10,-9,12,-11
11,-7,4,-3,12,-10,2,9,-8,6,-1,-5
6,7,8,-11,-12,-1,-2,-3,10,-9,4,5
-2,1,-4,3,9,10,8,-7,-5,-6,-12,11
2,-1,4,-3,9,12,-8,7,-5,11,-10,-6
-10,-8,-9,5,-4,-11,12,2,3,1,6,-7
