-11,-8,-4,3,9,-12,-10,2,-5,7,1,6
2,-1,12,6,-7,-4,5,11,-10,9,-8,-3
-11,12,8,-5,4,7,-6,-3,10,-9,1,-2
3,6,-1,9,11,-2,-8,7,-4,-12,-5,10
6,5,-8,9,-2,-1,-12,3,-4,-11,10,7
12,-7,9,-6,8,4,2,-5,-3,11,-10,-1
-2,1,10,7,-6,5,-4,-9,8,-3,12,-11
11,-5,-10,-9,2,-12,-8,7,4,3,-1,6
11,7,-5,-10,3,-12,-2,9,-8,4,-1,6
-7,-3,2,5,-4,-11,1,-10,12,8,6,-9
-2,1,-7,-11,10,12,3,9,-8,-5,4,-6
11,-6,-9,7,-10,2,-4,-12,3,5,-1,8
-6,-11,9,-10,-8,1,12,5,-3,4,2,-7
2,-1,4,-3,-6,5,12,-9,8,11,-10,-7
-12,3,-2,-11,9,-7,6,10,-5,-8,4,1
7,-12,5,8,-3,11,-1,-4,10,-9,-6,2
8,11,4,-3,6,-5,9,-1,-7,12,-2,-10
3,5,-1,-7,-2,10,4,-9,8,-6,-12,11
-12,-5,-9,-8,2,10,11,4,3,-6,-7,1
-2,1,-12,10,-9,-8,-11,6,5,-4,7,3
