-12,-8,10,9,6,-5,11,2,-4,-3,-7,1
-2,1,-9,-7,-6,5,4,12,3,-11,10,-8
11,-12,7,-10,9,8,-3,-6,-5,4,-1,2
6,-11,-8,10,-9,-1,-12,3,5,-4,2,7
5,-11,-8,7,-1,-9,-4,3,6,-12,2,10
-2,1,6,-9,12,-3,8,-7,4,11,-10,-5
7,-12,-4,3,-10,11,-1,9,-8,5,-6,2
8,12,-5,-11,3,-7,6,-1,10,-9,4,-2
3,6,-1,-9,8,-2,12,-5,4,-11,10,-7
-7,11,5,9,-3,-12,1,10,-4,-8,-2,6
2,-1,-10,-11,7,12,-5,-9,8,3,4,-6
-2,1,9,6,-8,-4,10,5,-3,-7,-12,11
3,-5,-1,-6,2,4,-9,-10,7,8,12,-11
8,-5,-9,-10,2,7,-6,-1,3,4,12,-11
7,11,-6,8,-12,3,-1,-4,-10,9,-2,5
-7,12,4,-3,10,-11,1,9,-8,-5,6,-2
12,-7,8,6,-9,-4,2,-3,5,11,-10,-1
-11,7,-6,-5,4,3,-2,9,-8,-12,1,10
-6,3,-2,-8,9,1,-11,4,-5,-12,7,10
-3,-6,1,5,-4,2,-9,-11,7,12,8,-10
