-6,3,-2,10,7,1,-5,9,-8,-4,-12,11
12,-6,5,-11,-3,2,8,-7,10,-9,4,-1
11,-5,-8,9,2,-12,-10,3,-4,7,-1,6
-2,1,-7,-11,-8,12,3,5,-10,9,4,-6
2,-1,5,7,-3,-12,-4,-9,8,-11,10,6
-2,1,8,-9,12,11,10,-3,4,-7,-6,-5
3,-11,-1,5,-4,-12,-10,9,-8,7,2,6
8,7,-4,3,6,-5,-2,-1,10,-9,-12,11
3,8,-1,-10,11,12,-9,-2,7,4,-5,-6
-7,5,4,-3,-2,10,1,9,-8,-6,12,-11
6,-12,-5,11,3,-1,-9,-10,7,8,-4,2
-12,5,9,-11,-2,10,8,-7,-3,-6,4,1
2,-1,4,-3,6,-5,-9,-11,7,12,8,-10
-2,1,-8,-11,6,-5,9,3,-7,12,4,-10
2,-1,-4,3,-12,11,-8,7,10,-9,-6,5
-3,6,1,-5,4,-2,9,-10,-7,8,12,-11
7,-3,2,9,-12,11,-1,10,-4,-8,-6,5
-2,1,-9,-5,4,-8,12,6,3,11,-10,-7
-9,3,-2,-5,4,-10,11,12,1,6,-7,-8
-10,-9,5,8,-3,-7,6,-4,2,1,12,-11
