value,timestamp
0.38843447914706286,00:00:00
0.010737343165327233,00:00:01
0.01994570307735477,00:00:02
0.02921145532577931,00:00:03
0.018992118398167168,00:00:04
0.012392669526780723,00:00:05
0.024088499999999985,00:00:06
0.014778186737553416,00:00:07
0.016562406475207653,00:00:08
0.03153812172593668,00:00:09
0.017084369888877963,00:00:10
0.2270981103749049,00:00:11
0.2327052429716668,00:00:12
0.016680942966451263,00:00:13
0.015437676671053824,00:00:14
0.0198960893456478,00:00:15
0.009841260399461055,00:00:16
0.019435484262039886,00:00:17
0.016264017807725132,00:00:18
0.0055243997864021545,00:00:19
0.01003614543786606,00:00:20
0.019309153334623432,00:00:21
0.014914559908022734,00:00:22
0.020426407693228864,00:00:23
0.031251843613617436,00:00:24
0.005512424375898492,00:00:25
0.02793631101273035,00:00:26
0.015410599963985826,00:00:27
0.019905883200702256,00:00:28
0.01784713425875428,00:00:29
0.018467952410865705,00:00:30
0.013823412331982296,00:00:31
0.2151797512226697,00:00:32
0.21424490403799576,00:00:33
0.007809720369513891,00:00:34
0.013209843394226917,00:00:35
0.008285336716151032,00:00:36
0.0023428521613622967,00:00:37
0.006923502292915037,00:00:38
0.0073336869649583344,00:00:39
0.02037675809592881,00:00:40
0.03360942976308881,00:00:41
