value,timestamp
0.009155472803192646,00:00:00
0.19173023748616175,00:00:01
0.22117356687678574,00:00:02
0.008907984971361362,00:00:03
0.38329290935164717,00:00:04
0.20567692219838374,00:00:05
0.16343157435605887,00:00:06
0.19806894325777075,00:00:07
0.1838260428863386,00:00:08
0.42496642497172643,00:00:09
0.016731346277272498,00:00:10
0.017746367071882617,00:00:11
0.006528444263375491,00:00:12
0.007887226445335509,00:00:13
0.29901027765488264,00:00:14
0.02350083479900233,00:00:15
0.32971348222396063,00:00:16
0.2162421863929423,00:00:17
0.04252538165025682,00:00:18
0.1457964687929718,00:00:19
0.21246760176200985,00:00:20
0.200781,00:00:21
0.20560643261398703,00:00:22
0.18755376818461955,00:00:23
0.0008682000057590273,00:00:24
0.0007066544417181449,00:00:25
0.00048103975927151106,00:00:26
0.01160929207574691,00:00:27
0.012188347437204122,00:00:28
0.16790424046610614,00:00:29
0.16430328893923576,00:00:30
0.23404399428366024,00:00:31
0.23603090765617962,00:00:32
0.004710310525857062,00:00:33
0.32121360490840045,00:00:34
0.053359763609858696,00:00:35
0.3522620941745649,00:00:36
0.3258087053011322,00:00:37
0.32305221039523935,00:00:38
0.27383537528823776,00:00:39
