6,15,12,10
6,2,6,10
6,2,8,10
6,1,8,10
9,1,4,Inf
9,7,12,Inf
9,11,5,Inf
9,8,1,Inf
9,16,1,Inf
9,3,2,Inf
9,12,2,Inf
9,17,2,Inf
10,3,6,1
10,7,2,-1
19,1,7,Inf
19,5,7,Inf
19,7,8,Inf
19,9,3,Inf
21,Inf,3,Inf
21,Inf,11,Inf
